address,link,source,city,available,square_meters,bedrooms,price,lat,lon,postalcode,scrape_date
Dr. Julius Rontgenlaan 45 ,https://burgersdijk.com/huurwoningen/dr.-julius-rontgenlaan-45-bilthoven-7684393,BurgersDijk,BILTHOVEN,True,213.0,,2950.0,52.1368447,5.226598,,2024-02-28 20:46:54.789318
Queridostraat 15 ,https://burgersdijk.com/huurwoningen/queridostraat-15-utrecht-7434293,BurgersDijk,UTRECHT,True,70.0,,1650.0,52.0953353,5.0917922,,2024-02-28 20:46:54.790317
Korte Lauwerstraat 8 B,https://burgersdijk.com/huurwoningen/korte-lauwerstraat-8-utrecht-7527451,BurgersDijk,UTRECHT,False,50.0,,,52.0951888,5.1192388,,2024-02-28 20:46:54.790317
Groenlinglaan 116 ,https://burgersdijk.com/huurwoningen/groenlinglaan-116-bilthoven-7559383,BurgersDijk,BILTHOVEN,False,87.0,,,52.1282129,5.2117099,,2024-02-28 20:46:54.790317
Spreeuwlaan 86 ,https://burgersdijk.com/huurwoningen/spreeuwlaan-86-bilthoven-7549089,BurgersDijk,BILTHOVEN,False,87.0,,,52.1292471,5.210781,,2024-02-28 20:46:54.790317
Spreeuwlaan 114 ,https://burgersdijk.com/huurwoningen/spreeuwlaan-114-bilthoven-7548899,BurgersDijk,BILTHOVEN,False,106.0,,,52.1292464,5.2107798,,2024-02-28 20:46:54.791317
Kramsvogellaan 114 ,https://burgersdijk.com/huurwoningen/kramsvogellaan-114-bilthoven-7549005,BurgersDijk,BILTHOVEN,False,109.0,,,52.1287336,5.2113136,,2024-02-28 20:46:54.791317
Hamsteeg 17 A,https://burgersdijk.com/huurwoningen/hamsteeg-17-utrecht-7539801,BurgersDijk,UTRECHT,False,62.0,,,52.0912214,5.1165578,,2024-02-28 20:46:54.791317
Groenlinglaan 58 ,https://burgersdijk.com/huurwoningen/groenlinglaan-58-bilthoven-7508531,BurgersDijk,BILTHOVEN,False,87.0,,,52.1281226,5.2114328,,2024-02-28 20:46:54.791317
van Gheselhof 1 ,https://burgersdijk.com/huurwoningen/van-gheselhof-1-zeist-7309155,BurgersDijk,ZEIST,False,123.0,,,52.0850889,5.2392995,,2024-02-28 20:46:54.792317
de Lei 45 ,https://burgersdijk.com/huurwoningen/de-lei-45-driebergen-rijsenburg-7304035,BurgersDijk,DRIEBERGEN-RIJSENBURG,False,65.0,,,52.0530458,5.2827944,,2024-02-28 20:46:54.792317
Looydijk 96 A,https://burgersdijk.com/huurwoningen/looydijk-96-de-bilt-7025509,BurgersDijk,DE BILT,False,122.0,,,52.1088296,5.1829757,,2024-02-28 20:46:54.792317
Groenlinglaan 116 ,https://burgersdijk.com/huurwoningen/groenlinglaan-116-bilthoven-6973151,BurgersDijk,BILTHOVEN,False,86.0,,,52.1282129,5.2117099,,2024-02-28 20:46:54.792317
Acacialaan 7 ,https://burgersdijk.com/huurwoningen/acacialaan-7-bilthoven-6794524,BurgersDijk,BILTHOVEN,False,126.0,,,52.1288599,5.1889762,,2024-02-28 20:46:54.793317
Nieuw-Loosdrechtsedijk 105 A-02,https://www.funda.nl/huur/loosdrecht/huis-43498821-nieuw-loosdrechtsedijk-105-a-02/,Funda,Loosdrecht,True,104.0,,1995.0,,,1231 KN,2024-02-28 20:46:53.026096
Korenmolenweg 33,https://www.funda.nl/huur/bleiswijk/huis-43480032-korenmolenweg-33/,Funda,Bleiswijk,True,97.0,,2250.0,,,2665 CH,2024-02-28 20:46:53.026096
Mies van der Rohestraat 65,https://www.funda.nl/koop/hoofddorp/appartement-43463119-mies-van-der-rohestraat-65/,Funda,Hoofddorp,True,109.0,,3100.0,,,2132 HX,2024-02-28 20:46:53.026096
Bridgemankade 40,https://www.funda.nl/koop/hoofddorp/appartement-43469833-bridgemankade-40/,Funda,Hoofddorp,True,93.0,,2250.0,,,2132 HR,2024-02-28 20:46:53.026096
Mies van der Rohestraat 161,https://www.funda.nl/koop/hoofddorp/appartement-43454334-mies-van-der-rohestraat-161/,Funda,Hoofddorp,True,108.0,,3100.0,,,2132 HX,2024-02-28 20:46:53.027097
Schuitvlotstraat 30,https://www.funda.nl/koop/domburg/huis-42336648-schuitvlotstraat-30/,Funda,Domburg,True,103.0,,1250.0,,,4357 EB,2024-02-28 20:46:53.027097
Bridgemankade 20,https://www.funda.nl/koop/hoofddorp/appartement-42320768-bridgemankade-20/,Funda,Hoofddorp,True,93.0,,2600.0,,,2132 HR,2024-02-28 20:46:53.027097
Arnold Hoogvlietstraat 41,https://www.funda.nl/koop/vlaardingen/huis-42306840-arnold-hoogvlietstraat-41/,Funda,Vlaardingen,True,136.0,,1695.0,,,3134 CA,2024-02-28 20:46:53.028096
Senecalaan 112,https://www.funda.nl/koop/den-bosch/appartement-42370706-senecalaan-112/,Funda,Den Bosch,True,166.0,,1950.0,,,5216 CH,2024-02-28 20:46:53.028096
Haarlemmertrekvaart 31 *,https://www.funda.nl/huur/oegstgeest/huis-42377303-haarlemmertrekvaart-31/,Funda,Oegstgeest,True,491.0,,9500.0,,,2343 JC,2024-02-28 20:46:53.028096
Frederikshoeve 14,https://www.funda.nl/huur/hazerswoude-rijndijk/huis-42360169-frederikshoeve-14/,Funda,Hazerswoude-Rijndijk,True,159.0,,2650.0,,,2394 BX,2024-02-28 20:46:53.028096
Frederikshoeve 8,https://www.funda.nl/huur/hazerswoude-rijndijk/huis-42360040-frederikshoeve-8/,Funda,Hazerswoude-Rijndijk,True,166.0,,2750.0,,,2394 BX,2024-02-28 20:46:53.029097
Frederikshoeve 38,https://www.funda.nl/huur/hazerswoude-rijndijk/huis-42366299-frederikshoeve-38/,Funda,Hazerswoude-Rijndijk,True,159.0,,2650.0,,,2394 BX,2024-02-28 20:46:53.029097
Oud-Loosdrechtsedijk 131 ws09,https://www.funda.nl/huur/loosdrecht/huis-42212692-oud-loosdrechtsedijk-131-ws09/,Funda,Loosdrecht,True,184.0,,2500.0,,,1231 LT,2024-02-28 20:46:53.029097
Ebkreek 13,https://www.funda.nl/koop/spijkenisse/huis-42217445-ebkreek-13/,Funda,Spijkenisse,True,134.0,,1750.0,,,3206 HC,2024-02-28 20:46:53.029097
Rijksstraatweg 797,https://www.funda.nl/koop/wassenaar/huis-42288906-rijksstraatweg-797/,Funda,Wassenaar,True,360.0,,5750.0,,,2245 CG,2024-02-28 20:46:53.260465
Streksingel 183,https://www.funda.nl/koop/rotterdam/appartement-42262809-streksingel-183/,Funda,Rotterdam,True,103.0,,2400.0,,,3054 HG,2024-02-28 20:46:53.260465
Nootdorpse Landingslaan 154,https://www.funda.nl/huur/den-haag/huis-43499915-nootdorpse-landingslaan-154/,Funda,Den Haag,True,128.0,,2450.0,,,2496 LX,2024-02-28 20:46:53.260465
Kattenstraat 13,https://www.funda.nl/huur/maastricht/huis-43480335-kattenstraat-13/,Funda,Maastricht,True,49.0,,1295.0,,,6221 ET,2024-02-28 20:46:53.260465
Eikenlaan 1,https://www.funda.nl/koop/wassenaar/huis-42821723-eikenlaan-1/,Funda,Wassenaar,True,370.0,,8995.0,,,2245 BD,2024-02-28 20:46:53.261464
Plechelmusstraat 47,https://www.funda.nl/huur/sint-odilienberg/appartement-43498695-plechelmusstraat-47/,Funda,Sint Odiliënberg,True,103.0,,1200.0,,,6077 BJ,2024-02-28 20:46:53.261464
Neulstraat 4 a,https://www.funda.nl/huur/sint-oedenrode/appartement-43484398-neulstraat-4-a/,Funda,Sint-Oedenrode,True,125.0,,2750.0,,,5492 DC,2024-02-28 20:46:53.261464
Haparandaweg 584 +PP,https://www.funda.nl/huur/amsterdam/appartement-43488714-haparandaweg-584-pp/,Funda,Amsterdam,True,95.0,,3000.0,,,1013 BD,2024-02-28 20:46:53.261464
Beethovenlaan 8 J,https://www.funda.nl/huur/schagen/appartement-43486164-beethovenlaan-8-j/,Funda,Schagen,True,97.0,,1650.0,,,1741 HT,2024-02-28 20:46:53.262464
Groetstraat 202,https://www.funda.nl/huur/amsterdam/appartement-43476349-groetstraat-202/,Funda,Amsterdam,True,77.0,,2100.0,,,1024 VE,2024-02-28 20:46:53.262464
Mies van der Rohestraat 17,https://www.funda.nl/koop/hoofddorp/appartement-43475217-mies-van-der-rohestraat-17/,Funda,Hoofddorp,True,112.0,,3200.0,,,2132 HX,2024-02-28 20:46:53.262464
Residence Rembrandt 21,https://www.funda.nl/koop/noordwijk-zh/appartement-43462286-residence-rembrandt-21/,Funda,Noordwijk (ZH),True,115.0,,3250.0,,,2202 BP,2024-02-28 20:46:53.262464
Thomsonplein 22 a,https://www.funda.nl/huur/den-haag/appartement-43461359-thomsonplein-22-a/,Funda,Den Haag,True,179.0,,3450.0,,,2565 KV,2024-02-28 20:46:53.262464
Bridgemankade 18,https://www.funda.nl/koop/hoofddorp/appartement-43469660-bridgemankade-18/,Funda,Hoofddorp,True,117.0,,3200.0,,,2132 HR,2024-02-28 20:46:53.263464
Christiaan Eijkmanstraat 60,https://www.funda.nl/huur/berkel-en-rodenrijs/appartement-43467878-christiaan-eijkmanstraat-60/,Funda,Berkel en Rodenrijs,True,114.0,,2400.0,,,2652 JS,2024-02-28 20:46:53.263464
Verlengde Hoge Klei 32,https://www.funda.nl/huur/wassenaar/appartement-43456355-verlengde-hoge-klei-32/,Funda,Wassenaar,True,247.0,,3250.0,,,2242 NS,2024-02-28 20:46:53.922895
Paulus Buijsstraat 82,https://www.funda.nl/huur/den-haag/appartement-43455060-paulus-buijsstraat-82/,Funda,Den Haag,True,134.0,,2500.0,,,2582 CK,2024-02-28 20:46:53.922895
Herman Gorterstraat 3,https://www.funda.nl/huur/amsterdam/huis-43479930-herman-gorterstraat-3/,Funda,Amsterdam,True,226.0,,8500.0,,,1077 WD,2024-02-28 20:46:53.923897
Bloemgracht 55,https://www.funda.nl/huur/amsterdam/huis-42375390-bloemgracht-55/,Funda,Amsterdam,True,137.0,,4500.0,,,1016 KE,2024-02-28 20:46:53.923897
Pauwenstraat 2,https://www.funda.nl/huur/voorschoten/appartement-43484330-pauwenstraat-2/,Funda,Voorschoten,True,78.0,,1850.0,,,2252 VV,2024-02-28 20:46:53.923897
Tandwielstraat 561,https://www.funda.nl/huur/rotterdam/appartement-43473333-tandwielstraat-561/,Funda,Rotterdam,True,25.0,,695.0,,,3083 AV,2024-02-28 20:46:53.923897
Tandwielstraat 857,https://www.funda.nl/huur/rotterdam/appartement-43473317-tandwielstraat-857/,Funda,Rotterdam,True,24.0,,695.0,,,3083 AV,2024-02-28 20:46:53.923897
Bloemstraat 123 C,https://www.funda.nl/huur/amsterdam/appartement-43472777-bloemstraat-123-c/,Funda,Amsterdam,True,85.0,,2600.0,,,1016 KZ,2024-02-28 20:46:53.924896
Anthony Roodvoetsstraat 61,https://www.funda.nl/huur/haarlem/appartement-43463561-anthony-roodvoetsstraat-61/,Funda,Haarlem,True,92.0,,2085.0,,,2035 PW,2024-02-28 20:46:53.924896
Heerenhage 95,https://www.funda.nl/huur/heerenveen/appartement-43453504-heerenhage-95/,Funda,Heerenveen,True,73.0,,953.0,,,8446 DC,2024-02-28 20:46:53.924896
Heerenhage 116,https://www.funda.nl/huur/heerenveen/appartement-43453503-heerenhage-116/,Funda,Heerenveen,True,99.0,,1083.0,,,8446 DD,2024-02-28 20:46:53.925896
Heerenhage 61,https://www.funda.nl/huur/heerenveen/appartement-43453592-heerenhage-61/,Funda,Heerenveen,True,69.0,,911.0,,,8446 DC,2024-02-28 20:46:53.925896
Heerenhage 44,https://www.funda.nl/huur/heerenveen/appartement-43453591-heerenhage-44/,Funda,Heerenveen,True,64.0,,870.0,,,8446 DC,2024-02-28 20:46:53.925896
Johannieterhof 45,https://www.funda.nl/huur/oudewater/appartement-42344820-johannieterhof-45/,Funda,Oudewater,True,117.0,,2300.0,,,3421 DA,2024-02-28 20:46:53.926896
Helmichstraat 34 D,https://www.funda.nl/koop/huissen/appartement-42341506-helmichstraat-34-d/,Funda,Huissen,True,113.0,,1895.0,,,6851 CC,2024-02-28 20:46:53.926896
Copernicuslaan 118,https://www.funda.nl/koop/den-haag/appartement-42345532-copernicuslaan-118/,Funda,Den Haag,True,125.0,,2350.0,,,2561 VL,2024-02-28 20:46:54.290271
Swalmerstraat 59 F,https://www.funda.nl/huur/roermond/appartement-42337572-swalmerstraat-59-f/,Funda,Roermond,True,200.0,,1650.0,,,6041 CW,2024-02-28 20:46:54.290271
Tandwielstraat 1055,https://www.funda.nl/huur/rotterdam/appartement-42323775-tandwielstraat-1055/,Funda,Rotterdam,True,26.0,,755.0,,,3083 AV,2024-02-28 20:46:54.290271
Groenhazengracht 2 B,https://www.funda.nl/koop/leiden/appartement-42302241-groenhazengracht-2-b/,Funda,Leiden,True,143.0,,2800.0,,,2311 VT,2024-02-28 20:46:54.291271
Van Eeghenstraat 55 II,https://www.funda.nl/koop/amsterdam/appartement-42307888-van-eeghenstraat-55-ii/,Funda,Amsterdam,True,188.0,,6500.0,,,1071 EW,2024-02-28 20:46:54.291271
Van der Oudermeulenlaan 14,https://www.funda.nl/huur/wassenaar/huis-42289842-van-der-oudermeulenlaan-14/,Funda,Wassenaar,True,319.0,,6250.0,,,2243 CS,2024-02-28 20:46:54.291271
Lijsterbeslaan 16,https://www.funda.nl/huur/soest/huis-43498818-lijsterbeslaan-16/,Funda,Soest,True,142.0,,2450.0,,,3768 GX,2024-02-28 20:46:54.291271
Sliekstraat 5,https://www.funda.nl/huur/hummelo/huis-43472309-sliekstraat-5/,Funda,Hummelo,True,224.0,,2850.0,,,6999 DX,2024-02-28 20:46:54.292271
Martinusplein 4,https://www.funda.nl/huur/losser/huis-42298301-martinusplein-4/,Funda,Losser,True,164.0,,1900.0,,,7581 AN,2024-02-28 20:46:54.292271
Korte Zijlstraat 4,https://www.funda.nl/huur/haarlem/appartement-43484899-korte-zijlstraat-4/,Funda,Haarlem,True,98.0,,1985.0,,,2011 TZ,2024-02-28 20:46:54.292271
Herengracht 29 C,https://www.funda.nl/huur/weesp/appartement-43489542-herengracht-29-c/,Funda,Weesp,True,180.0,,1950.0,,,1382 AG,2024-02-28 20:46:54.293271
Escamplaan 880 a + P,https://www.funda.nl/huur/den-haag/appartement-43487091-escamplaan-880-a-p/,Funda,Den Haag,True,97.0,,2950.0,,,2547 EX,2024-02-28 20:46:54.293271
Sint Maartenpad 33,https://www.funda.nl/huur/haarlem/appartement-43463473-sint-maartenpad-33/,Funda,Haarlem,True,179.0,,2685.0,,,2035 VX,2024-02-28 20:46:54.293271
Tandwielstraat 611,https://www.funda.nl/huur/rotterdam/appartement-42323624-tandwielstraat-611/,Funda,Rotterdam,True,33.0,,745.0,,,3083 AV,2024-02-28 20:46:54.293271
Vuurtorenweg 53,https://www.funda.nl/huur/den-haag/appartement-42314604-vuurtorenweg-53/,Funda,Den Haag,True,147.0,,3500.0,,,2583 XL,2024-02-28 20:46:54.293271
Zeekant 15 B,https://www.funda.nl/huur/den-haag/appartement-42350427-zeekant-15-b/,Funda,Den Haag,True,103.0,,2900.0,,,2586 NA,2024-02-28 20:46:54.761310
Tandwielstraat 399,https://www.funda.nl/huur/rotterdam/appartement-42245735-tandwielstraat-399/,Funda,Rotterdam,True,38.0,,800.0,,,3083 AV,2024-02-28 20:46:54.762317
Kruiskade 119 D,https://www.funda.nl/huur/rotterdam/appartement-41083942-kruiskade-119-d/,Funda,Rotterdam,True,108.0,,2650.0,,,3012 EG,2024-02-28 20:46:54.762317
's-Gravelandseweg 6,https://www.funda.nl/huur/weesp/huis-42918078-s-gravelandseweg-6/,Funda,Weesp,True,257.0,,6595.0,,,1381 HH,2024-02-28 20:46:54.762317
Wijnhaven 6 24,https://www.funda.nl/huur/den-haag/appartement-43467732-wijnhaven-6-24/,Funda,Den Haag,True,30.0,,3600.0,,,2511 GA,2024-02-28 20:46:54.763317
Amsterdamsestraatweg 57,https://www.funda.nl/huur/naarden/appartement-42347928-amsterdamsestraatweg-57/,Funda,Naarden,True,92.0,,1350.0,,,1411 AX,2024-02-28 20:46:54.763317
Verfmolen 22,https://www.funda.nl/huur/mijdrecht/huis-43465621-verfmolen-22/,Funda,Mijdrecht,True,160.0,,2250.0,,,3642 ZL,2024-02-28 20:46:54.763317
Sionsstraat 2,https://www.funda.nl/koop/voorburg/huis-42231311-sionsstraat-2/,Funda,Voorburg,True,214.0,,3500.0,,,2271 CX,2024-02-28 20:46:54.763317
Rijn en Schiekade 115 c,https://www.funda.nl/huur/leiden/huis-43495952-rijn-en-schiekade-115-c/,Funda,Leiden,True,147.0,,2650.0,,,2311 AS,2024-02-28 20:46:54.764317
Oude Trekweg 83 3,https://www.funda.nl/huur/harlingen/huis-43483874-oude-trekweg-83-3/,Funda,Harlingen,True,120.0,,1750.0,,,8861 KS,2024-02-28 20:46:54.764317
Schubertstraat 20,https://www.funda.nl/huur/amsterdam/huis-43468715-schubertstraat-20/,Funda,Amsterdam,True,242.0,,7500.0,,,1077 GS,2024-02-28 20:46:54.764317
Frankestraat 41 rd,https://www.funda.nl/huur/haarlem/appartement-43454343-frankestraat-41-rd/,Funda,Haarlem,True,83.0,,2085.0,,,2011 HV,2024-02-28 20:46:54.764317
Talingstraat 2,https://www.funda.nl/huur/heinkenszand/huis-42340642-talingstraat-2/,Funda,Heinkenszand,True,131.0,,1250.0,,,4451 DS,2024-02-28 20:46:54.765317
Schoollaan 64 C,https://www.funda.nl/koop/bennebroek/appartement-42330448-schoollaan-64-c/,Funda,Bennebroek,True,137.0,,2750.0,,,2121 GH,2024-02-28 20:46:54.765317
Vlasstraat 12 e,https://www.funda.nl/koop/groningen/appartement-42339539-vlasstraat-12-e/,Funda,Groningen,True,70.0,,1200.0,,,9712 KT,2024-02-28 20:46:55.464559
Weersterweg 6,https://www.funda.nl/huur/makkum/huis-42312283-weersterweg-6/,Funda,Makkum,True,319.0,,4960.0,,,8754 JD,2024-02-28 20:46:55.464559
Doorniksestraat 39,https://www.funda.nl/huur/den-haag/huis-42248895-doorniksestraat-39/,Funda,Den Haag,True,197.0,,4000.0,,,2587 XK,2024-02-28 20:46:55.465561
Huigsloterdijk 381 huur,https://www.funda.nl/huur/buitenkaag/huis-42255512-huigsloterdijk-381-huur/,Funda,Buitenkaag,True,160.0,,3995.0,,,2158 LR,2024-02-28 20:46:55.465561
De Savornin Lohmanlaan 77,https://www.funda.nl/huur/den-haag/appartement-43484235-de-savornin-lohmanlaan-77/,Funda,Den Haag,True,124.0,,2950.0,,,2566 AJ,2024-02-28 20:46:55.465561
Handelsweg 39 19,https://www.funda.nl/huur/amstelveen/appartement-43464032-handelsweg-39-19/,Funda,Amstelveen,True,183.0,,8450.0,,,1181 ZA,2024-02-28 20:46:55.465561
Pletterijstraat 38,https://www.funda.nl/huur/den-haag/appartement-43468318-pletterijstraat-38/,Funda,Den Haag,True,187.0,,2750.0,,,2515 AX,2024-02-28 20:46:55.466560
Boergoensevliet 55 a *,https://www.funda.nl/huur/rotterdam/appartement-43454135-boergoensevliet-55-a/,Funda,Rotterdam,True,114.0,,1650.0,,,3082 KJ,2024-02-28 20:46:55.466560
Mies van der Rohestraat 127,https://www.funda.nl/huur/hoofddorp/appartement-43450650-mies-van-der-rohestraat-127/,Funda,Hoofddorp,True,108.0,,3100.0,,,2132 HX,2024-02-28 20:46:55.466560
Céramiquelaan 421 + PP,https://www.funda.nl/huur/amsterdam/appartement-42343847-ceramiquelaan-421-pp/,Funda,Amsterdam,True,127.0,,3250.0,,,1031 KG,2024-02-28 20:46:55.466560
Markt 28 A*,https://www.funda.nl/huur/eersel/appartement-42346079-markt-28-a/,Funda,Eersel,True,196.0,,3300.0,,,5521 AN,2024-02-28 20:46:55.466560
Chabotlaan 95,https://www.funda.nl/huur/rotterdam/appartement-42339194-chabotlaan-95/,Funda,Rotterdam,True,69.0,,2912.0,,,3055 AC,2024-02-28 20:46:55.467560
Concordiaplein 42,https://www.funda.nl/huur/breda/appartement-42130872-concordiaplein-42/,Funda,Breda,True,231.0,,3500.0,,,4811 NZ,2024-02-28 20:46:55.467560
Verbindingslaan 32,https://www.funda.nl/huur/hilversum/huis-43499209-verbindingslaan-32/,Funda,Hilversum,True,204.0,,3500.0,,,1221 CD,2024-02-28 20:46:55.467560
Gijsbrecht van Aemstelstraat 189,https://www.funda.nl/huur/haarlem/huis-43484914-gijsbrecht-van-aemstelstraat-189/,Funda,Haarlem,True,118.0,,2645.0,,,2026 VD,2024-02-28 20:46:55.468560
Zwanenzijde 9,https://www.funda.nl/huur/leiden/huis-43468068-zwanenzijde-9/,Funda,Leiden,True,150.0,,2500.0,,,2317 XB,2024-02-28 20:46:55.745632
Voorstraat 69 .,https://www.funda.nl/huur/noordwijk-zh/huis-42371962-voorstraat-69/,Funda,Noordwijk (ZH),True,690.0,,17500.0,,,2201 HN,2024-02-28 20:46:55.746634
Hasselaarlaan 38,https://www.funda.nl/huur/eemnes/huis-42139222-hasselaarlaan-38/,Funda,Eemnes,True,178.0,,2750.0,,,3755 AW,2024-02-28 20:46:55.746634
Broekhovenseweg 132 14,https://www.funda.nl/huur/tilburg/appartement-43474648-broekhovenseweg-132-14/,Funda,Tilburg,True,106.0,,1295.0,,,5021 LJ,2024-02-28 20:46:55.746634
Naarderstraat 81 -13,https://www.funda.nl/huur/laren-nh/appartement-42212999-naarderstraat-81-13/,Funda,Laren (NH),True,136.0,,2967.0,,,1251 BG,2024-02-28 20:46:55.746634
Grote Marktstraat 36 40,https://www.funda.nl/huur/den-haag/appartement-42037436-grote-marktstraat-36-40/,Funda,Den Haag,True,31.0,,1815.0,,,2511 BJ,2024-02-28 20:46:55.747636
Venlokas 14,https://www.funda.nl/huur/de-lier/appartement-43492043-venlokas-14/,Funda,De Lier,True,105.0,,2500.0,,,2678 DT,2024-02-28 20:46:55.747636
1e Zandstraat 20 202,https://www.funda.nl/huur/breskens/appartement-42337935-1e-zandstraat-20-202/,Funda,Breskens,True,90.0,,1250.0,,,4511 AK,2024-02-28 20:46:55.747636
Harstenhoekweg 17,https://www.funda.nl/huur/den-haag/appartement-42323090-harstenhoekweg-17/,Funda,Den Haag,True,149.0,,2500.0,,,2587 SB,2024-02-28 20:46:55.747636
Zwanebloemlaan 105,https://www.funda.nl/huur/amsterdam/huis-43473840-zwanebloemlaan-105/,Funda,Amsterdam,True,214.0,,3950.0,,,1087 JT,2024-02-28 20:46:55.748634
Dr. Lelykade 154 b,https://www.funda.nl/huur/den-haag/appartement-41560055-dr-lelykade-154-b/,Funda,Den Haag,True,288.0,,7500.0,,,2583 CN,2024-02-28 20:46:55.748634
Wijnhaven 6 24a,https://www.funda.nl/huur/den-haag/appartement-43485952-wijnhaven-6-24a/,Funda,Den Haag,True,40.0,,3800.0,,,2511 GA,2024-02-28 20:46:55.748634
Emmastraat 26 2,https://www.funda.nl/huur/amsterdam/appartement-42234569-emmastraat-26-2/,Funda,Amsterdam,True,177.0,,4800.0,,,1075 HV,2024-02-28 20:46:55.748634
Molenheide 1,https://www.funda.nl/huur/lieshout/huis-43471833-molenheide-1/,Funda,Lieshout,True,230.0,,4500.0,,,5737 PE,2024-02-28 20:46:55.749631
Torenlaan 4,https://www.funda.nl/huur/blaricum/huis-43476732-torenlaan-4/,Funda,Blaricum,True,133.0,,4200.0,,,1261 GD,2024-02-28 20:46:56.450436
Generaal Eisenhowerplein 1 2,https://www.funda.nl/huur/rijswijk-zh/appartement-43497391-generaal-eisenhowerplein-1-2/,Funda,Rijswijk (ZH),True,46.0,,3025.0,,,2288 AE,2024-02-28 20:46:56.450436
Amstelveenseweg 1150 A,https://www.funda.nl/koop/amsterdam/appartement-43469654-amstelveenseweg-1150-a/,Funda,Amsterdam,True,105.0,,2950.0,,,1081 JW,2024-02-28 20:46:56.451433
Begijnhofstraat 12,https://www.funda.nl/huur/roermond/huis-42360973-begijnhofstraat-12/,Funda,Roermond,True,255.0,,2500.0,,,6041 GX,2024-02-28 20:46:56.451433
Olga de Haasstraat 665,https://www.funda.nl/huur/amsterdam/appartement-43472847-olga-de-haasstraat-665/,Funda,Amsterdam,True,74.0,,1240.0,,,1095 PG,2024-02-28 20:46:56.451433
Olga de Haasstraat 671,https://www.funda.nl/huur/amsterdam/appartement-43472845-olga-de-haasstraat-671/,Funda,Amsterdam,True,57.0,,1145.0,,,1095 PG,2024-02-28 20:46:56.451433
Olga de Haasstraat 565,https://www.funda.nl/huur/amsterdam/appartement-43472844-olga-de-haasstraat-565/,Funda,Amsterdam,True,54.0,,1225.0,,,1095 PG,2024-02-28 20:46:56.452434
Olga de Haasstraat 563,https://www.funda.nl/huur/amsterdam/appartement-43472843-olga-de-haasstraat-563/,Funda,Amsterdam,True,67.0,,1115.0,,,1095 PG,2024-02-28 20:46:56.452434
Olga de Haasstraat 199,https://www.funda.nl/huur/amsterdam/appartement-43471756-olga-de-haasstraat-199/,Funda,Amsterdam,True,69.0,,1195.0,,,1095 PG,2024-02-28 20:46:56.452434
Olga de Haasstraat 687,https://www.funda.nl/huur/amsterdam/appartement-43471753-olga-de-haasstraat-687/,Funda,Amsterdam,True,54.0,,1135.0,,,1095 PG,2024-02-28 20:46:56.452434
Friesestraatweg 225 68,https://www.funda.nl/huur/groningen/appartement-43471415-friesestraatweg-225-68/,Funda,Groningen,True,83.0,,1235.0,,,9743 AE,2024-02-28 20:46:56.453434
Mandelaplein 1 1419,https://www.funda.nl/huur/almere/appartement-43452420-mandelaplein-1-1419/,Funda,Almere,True,27.0,,1815.0,,,1314 CG,2024-02-28 20:46:56.453434
Ringvaartweg 148,https://www.funda.nl/huur/rotterdam/huis-42392822-ringvaartweg-148/,Funda,Rotterdam,True,382.0,,8500.0,,,3065 AE,2024-02-28 20:46:56.453434
Crayenesterlaan 64,https://www.funda.nl/huur/haarlem/huis-43452302-crayenesterlaan-64/,Funda,Haarlem,True,223.0,,6000.0,,,2012 TL,2024-02-28 20:46:56.454435
Schoolstraat 46,https://www.funda.nl/huur/wassenaar/appartement-43485452-schoolstraat-46/,Funda,Wassenaar,True,85.0,,1900.0,,,2242 KH,2024-02-28 20:46:56.454435
Ruychrocklaan 436,https://www.funda.nl/koop/den-haag/appartement-42922641-ruychrocklaan-436/,Funda,Den Haag,True,140.0,,3500.0,,,2597 EH,2024-02-28 20:46:56.801166
Laurierstraat 19 01,https://www.funda.nl/huur/rotterdam/appartement-43489225-laurierstraat-19-01/,Funda,Rotterdam,True,92.0,,1895.0,,,3071 VC,2024-02-28 20:46:56.802165
Voorstraat 69 71 *,https://www.funda.nl/huur/noordwijk-zh/huis-42371993-voorstraat-69-71/,Funda,Noordwijk (ZH),True,690.0,,17500.0,,,2201 HN,2024-02-28 20:46:56.802165
Anthony Roodvoetsstraat 101,https://www.funda.nl/huur/haarlem/appartement-43485834-anthony-roodvoetsstraat-101/,Funda,Haarlem,True,66.0,,1750.0,,,2035 PW,2024-02-28 20:46:56.802165
Generaal Eisenhowerplein 1 1,https://www.funda.nl/huur/rijswijk-zh/appartement-42200934-generaal-eisenhowerplein-1-1/,Funda,Rijswijk (ZH),True,24.0,,1815.0,,,2288 AE,2024-02-28 20:46:56.802165
Vijhestraat 1 06,https://www.funda.nl/huur/harderwijk/appartement-42715390-vijhestraat-1-06/,Funda,Harderwijk,True,59.0,,1500.0,,,3841 CW,2024-02-28 20:46:56.803171
Vijhestraat 1 07,https://www.funda.nl/huur/harderwijk/appartement-42704500-vijhestraat-1-07/,Funda,Harderwijk,True,81.0,,1600.0,,,3841 CW,2024-02-28 20:46:56.803171
XL4 (penthouse) (Bouwnr. 675),https://www.funda.nl/huur/amsterdam/appartement-43476683-xl4-penthouse-0-ong/,Funda,Amsterdam,True,156.0,,4480.0,,,1031 KV,2024-02-28 20:46:56.803171
